 height   mass  gender
 175.42  86.08   Male 
 180.11  89.44   Male 
 169.56  80.90   Male 
 174.22  80.75   Male 
 180.27  83.89   Male 
 160.47  69.66   Male 
 177.55  100.63  Male 
 172.04  79.62   Male 
 180.58  90.17   Male 
 178.11  85.84   Male 
 167.10  75.41   Male 
 181.63  91.85   Male 
 182.16  99.90   Male 
 181.49  96.75   Male 
 176.24  77.70   Male 
 178.18  86.88   Male 
 183.16  91.02   Male 
 181.92  94.67   Male 
 175.79  78.36   Male 
 180.61  85.64   Male 
 170.35  85.07   Male 
 193.04  101.79  Male 
 172.69  77.22   Male 
 176.23  89.47   Male 
 181.42  88.60   Male 
 179.00  89.99   Male 
 182.52  89.05   Male 
 184.70  88.60   Male 
 185.22  97.02   Male 
 182.27  91.30   Male 
 189.66  103.16  Male 
 171.00  71.22   Male 
 179.21  87.19   Male 
 165.56  76.85   Male 
 177.12  89.63   Male 
 182.25  97.93   Male 
 175.18  78.59   Male 
 165.20  73.92   Male 
 177.85  94.61   Male 
 180.43  91.63   Male 
 185.09  104.19  Male 
 182.68  91.89   Male 
 187.88  102.96  Male 
 166.79  75.48   Male 
 179.98  84.86   Male 
 173.12  82.11   Male 
 170.63  79.52   Male 
 179.98  89.67   Male 
 162.08  75.49   Male 
 170.05  75.48   Male 
 178.51  84.92   Male 
 178.62  84.38   Male 
 179.24  92.99   Male 
 176.01  85.92   Male 
 188.95  95.30   Male 
 169.91  84.45   Male 
 187.00  93.65   Male 
 175.49  85.81   Male 
 171.56  76.54   Male 
 159.82  65.38   Male 
 174.88  85.07   Male 
 176.81  87.82   Male 
 176.57  84.06   Male 
 175.53  85.37   Male 
 169.73  75.36   Male 
 180.62  91.77   Male 
 172.11  86.87   Male 
 169.06  73.48   Male 
 170.44  79.80   Male 
 176.74  87.69   Male 
 183.59  87.39   Male 
 175.79  84.43   Male 
 175.33  89.80   Male 
 166.21  76.07   Male 
 173.90  90.71   Male 
 182.79  90.69   Male 
 187.35  98.51   Male 
 179.15  88.12   Male 
 175.29  86.40   Male 
 186.97  107.38  Male 
 173.97  82.18   Male 
 162.79  68.77   Male 
 172.65  77.42   Male 
 179.92  89.52   Male 
 181.98  90.83   Male 
 170.97  71.85   Male 
 173.34  84.55   Male 
 166.31  75.58   Male 
 179.61  92.86   Male 
 170.63  79.17   Male 
 172.08  80.99   Male 
 173.88  84.07   Male 
 183.64  88.31   Male 
 166.12  72.38   Male 
 166.73  73.78   Male 
 176.38  81.70   Male 
 172.72  77.97   Male 
 182.10  87.03   Male 
 186.95  99.55   Male 
 170.88  79.96   Male 
 183.20  97.71   Male 
 174.28  88.04   Male 
 165.68  75.79   Male 
 168.47  75.32   Male 
 178.00  98.24   Male 
 169.26  77.68   Male 
 185.35  92.74   Male 
 189.89  95.11   Male 
 167.25  85.06   Male 
 169.17  73.72   Male 
 173.32  83.58   Male 
 176.89  86.79   Male 
 165.74  70.75   Male 
 169.12  82.19   Male 
 173.37  91.55   Male 
 175.28  77.18   Male 
 177.96  87.10   Male 
 180.56  80.97   Male 
 180.60  84.28   Male 
 174.09  81.93   Male 
 175.31  80.70   Male 
 169.90  85.07   Male 
 174.97  89.63   Male 
 173.66  88.49   Male 
 168.17  82.97   Male 
 164.30  71.21   Male 
 172.70  78.24   Male 
 164.43  68.05   Male 
 178.00  92.14   Male 
 168.83  74.52   Male 
 183.32  84.44   Male 
 164.05  71.82   Male 
 188.98  101.51  Male 
 181.07  86.20   Male 
 166.06  71.69   Male 
 172.89  77.54   Male 
 164.34  70.60   Male 
 176.77  86.86   Male 
 183.96  103.84  Male 
 169.49  74.79   Male 
 174.43  80.80   Male 
 176.69  90.47   Male 
 184.84  95.77   Male 
 176.47  92.07   Male 
 176.33  84.06   Male 
 167.15  67.68   Male 
 182.07  97.17   Male 
 168.53  72.73   Male 
 168.83  81.84   Male 
 179.01  89.36   Male 
 172.98  84.45   Male 
 167.21  75.10   Male 
 175.76  91.29   Male 
 185.12  91.31   Male 
 172.16  86.50   Male 
 177.87  87.57   Male 
 181.23  96.74   Male 
 181.52  95.22   Male 
 175.80  82.18   Male 
 172.81  77.39   Male 
 182.80  104.09  Male 
 181.20  90.59   Male 
 183.88  91.34   Male 
 153.32  60.84   Male 
 178.98  86.00   Male 
 182.15  87.58   Male 
 179.18  84.11   Male 
 185.73  93.83   Male 
 157.64  79.40   Male 
 175.46  80.07   Male 
 181.64  94.96   Male 
 179.29  93.29   Male 
 165.18  70.22   Male 
 172.51  89.09   Male 
 174.98  79.90   Male 
 179.60  90.14   Male 
 164.03  68.11   Male 
 180.25  81.28   Male 
 174.74  84.83   Male 
 166.15  64.67   Male 
 165.62  74.21   Male 
 177.63  84.09   Male 
 169.93  76.58   Male 
 170.83  74.95   Male 
 174.01  74.60   Male 
 172.10  84.40   Male 
 168.63  75.06   Male 
 178.33  87.96   Male 
 174.50  87.76   Male 
 179.76  92.72   Male 
 190.39  100.30  Male 
 168.55  78.62   Male 
 167.83  77.68   Male 
 169.77  77.13   Male 
 183.30  92.78   Male 
 173.37  86.34   Male 
 176.39  81.03   Male 
 178.90  86.13   Male 
 183.87  90.51   Male 
 175.84  84.32   Male 
 170.45  75.00   Male 
 178.67  80.49   Male 
 183.86  85.79   Male 
 179.28  93.62   Male 
 171.20  90.56   Male 
 186.53  102.60  Male 
 170.69  79.11   Male 
 188.04  97.64   Male 
 175.01  79.56   Male 
 162.24  76.23   Male 
 172.91  84.14   Male 
 172.15  81.57   Male 
 176.58  85.99   Male 
 173.74  82.66   Male 
 174.96  82.32   Male 
 177.21  88.26   Male 
 166.92  79.10   Male 
 168.22  82.04   Male 
 159.44  74.01   Male 
 170.51  80.60   Male 
 177.54  82.29   Male 
 171.93  80.68   Male 
 176.80  86.64   Male 
 177.04  80.34   Male 
 171.29  72.48   Male 
 173.08  85.33   Male 
 179.05  94.68   Male 
 180.30  87.13   Male 
 180.96  99.89   Male 
 173.95  84.54   Male 
 175.99  89.43   Male 
 164.09  63.58   Male 
 174.50  81.73   Male 
 173.46  79.82   Male 
 166.91  76.11   Male 
 172.33  69.40   Male 
 171.22  73.84   Male 
 167.89  74.21   Male 
 171.74  86.36   Male 
 168.27  86.91   Male 
 172.03  79.46   Male 
 175.37  83.46   Male 
 199.29  103.10  Male 
 179.37  89.97   Male 
 178.83  87.92   Male 
 172.39  80.23   Male 
 179.96  84.06   Male 
 172.47  87.37   Male 
 189.80  94.01   Male 
 173.69  81.25   Male 
 192.41  102.72  Male 
 180.41  84.46   Male 
 179.71  91.95   Male 
 193.79  105.90  Male 
 176.79  87.13   Male 
 176.70  88.43   Male 
 176.73  88.95   Male 
 167.20  71.48   Male 
 172.20  83.84   Male 
 173.71  81.34   Male 
 164.90  71.84   Male 
 173.85  82.74   Male 
 184.59  93.87   Male 
 167.78  73.27   Male 
 155.73  68.17   Male 
 173.42  72.55   Male 
 191.17  101.34  Male 
 168.83  82.75   Male 
 168.97  81.28   Male 
 172.09  81.23   Male 
 182.31  95.57   Male 
 175.25  90.84   Male 
 173.50  84.03   Male 
 187.87  97.53   Male 
 174.63  88.04   Male 
 186.88  93.97   Male 
 170.00  76.69   Male 
 176.15  88.51   Male 
 170.22  83.17   Male 
 183.03  90.74   Male 
 172.41  79.57   Male 
 162.42  69.82   Male 
 167.95  78.24   Male 
 187.49  94.72   Male 
 164.48  73.00   Male 
 170.22  85.70   Male 
 180.03  88.02   Male 
 171.23  76.48   Male 
 170.01  79.38   Male 
 164.29  79.85   Male 
 171.00  76.53   Male 
 173.48  88.23   Male 
 187.46  103.15  Male 
 168.29  80.04   Male 
 171.97  80.39   Male 
 167.27  80.74   Male 
 182.39  95.86   Male 
 165.97  70.63   Male 
 172.64  87.10   Male 
 190.89  97.22   Male 
 161.06  73.96   Male 
 165.36  71.05   Male 
 172.03  74.80   Male 
 183.67  91.57   Male 
 176.39  89.64   Male 
 164.79  80.18   Male 
 170.12  85.27   Male 
 169.95  82.54   Male 
 173.04  79.65   Male 
 178.79  79.85   Male 
 179.09  93.62   Male 
 177.21  89.72   Male 
 173.76  80.32   Male 
 170.93  78.95   Male 
 173.29  79.67   Male 
 171.54  81.75   Male 
 188.99  100.10  Male 
 175.26  82.51   Male 
 173.59  85.09   Male 
 175.27  85.41   Male 
 164.68  74.65   Male 
 185.58  97.98   Male 
 181.87  95.71   Male 
 178.44  86.58   Male 
 180.38  89.92   Male 
 176.20  85.07   Male 
 162.88  71.50   Male 
 179.16  92.71   Male 
 161.03  63.97   Male 
 181.38  94.02   Male 
 177.49  98.86   Male 
 169.86  76.93   Male 
 180.98  86.65   Male 
 186.88  90.46   Male 
 173.15  91.36   Male 
 186.88  97.54   Male 
 177.53  77.97   Male 
 164.79  73.29   Male 
 182.96  95.04   Male 
 171.21  74.14   Male 
 171.78  80.47   Male 
 176.66  90.62   Male 
 168.41  81.52   Male 
 174.49  80.73   Male 
 179.21  82.39   Male 
 168.50  73.92   Male 
 173.65  80.05   Male 
 183.82  101.86  Male 
 170.67  87.89   Male 
 171.53  74.38   Male 
 174.29  86.03   Male 
 174.14  84.38   Male 
 178.56  89.15   Male 
 175.02  88.62   Male 
 176.23  90.18   Male 
 184.43  90.99   Male 
 171.62  80.89   Male 
 175.86  91.70   Male 
 177.96  83.68   Male 
 176.03  87.77   Male 
 189.71  104.37  Male 
 171.59  78.40   Male 
 170.30  77.71   Male 
 184.77  92.01   Male 
 173.62  92.68   Male 
 170.41  76.34   Male 
 188.49  89.56   Male 
 154.48  62.48   Male 
 176.87  90.86   Male 
 172.04  88.06   Male 
 177.27  88.16   Male 
 177.77  94.38   Male 
 163.67  75.51   Male 
 164.60  84.02   Male 
 176.68  89.43   Male 
 172.73  87.94   Male 
 179.05  92.19   Male 
 188.10  94.21   Male 
 182.41  89.71   Male 
 170.87  82.95   Male 
 171.68  79.11   Male 
 158.23  67.80   Male 
 182.77  97.58   Male 
 173.77  81.55   Male 
 176.70  92.16   Male 
 180.57  82.89   Male 
 183.21  98.06   Male 
 184.25  96.92   Male 
 164.41  73.45   Male 
 180.24  96.25   Male 
 179.66  89.71   Male 
 168.53  77.99   Male 
 179.52  92.19   Male 
 169.81  74.69   Male 
 178.24  87.36   Male 
 181.90  94.64   Male 
 178.42  89.89   Male 
 172.33  76.22   Male 
 183.10  95.03   Male 
 174.97  79.81   Male 
 177.13  88.99   Male 
 176.10  88.36   Male 
 174.14  81.04   Male 
 174.32  87.59   Male 
 188.20  98.74   Male 
 183.84  98.38   Male 
 173.77  86.23   Male 
 174.27  82.19   Male 
 165.24  78.66   Male 
 191.95  98.47   Male 
 178.67  90.31   Male 
 186.50  99.87   Male 
 186.13  94.89   Male 
 165.99  78.26   Male 
 189.70  101.87  Male 
 175.15  94.22   Male 
 177.11  86.72   Male 
 170.02  79.79   Male 
 187.95  96.77   Male 
 179.16  82.47   Male 
 184.84  95.54   Male 
 176.87  86.01   Male 
 177.17  92.60   Male 
 169.32  83.66   Male 
 174.94  90.70   Male 
 172.47  77.48   Male 
 182.81  95.94   Male 
 191.68  98.85   Male 
 161.71  72.62   Male 
 175.53  83.86   Male 
 180.47  87.98   Male 
 192.27  113.18  Male 
 180.70  86.82   Male 
 177.60  89.46   Male 
 172.16  82.82   Male 
 172.68  84.21   Male 
 179.73  90.09   Male 
 166.72  78.25   Male 
 187.59  98.81   Male 
 182.35  89.53   Male 
 157.91  67.06   Male 
 164.61  71.66   Male 
 159.41  63.61   Male 
 175.26  86.73   Male 
 177.09  92.62   Male 
 171.60  77.64   Male 
 186.13  91.74   Male 
 177.22  89.79   Male 
 180.05  101.90  Male 
 171.50  85.45   Male 
 180.47  87.07   Male 
 178.76  94.24   Male 
 179.83  88.83   Male 
 176.40  86.37   Male 
 165.33  69.17   Male 
 184.45  93.95   Male 
 175.18  80.64   Male 
 169.01  78.67   Male 
 192.58  104.73  Male 
 183.59  90.18   Male 
 169.81  81.88   Male 
 161.67  72.96   Male 
 173.69  85.61   Male 
 176.87  90.96   Male 
 184.67  92.15   Male 
 187.29  94.40   Male 
 167.47  73.72   Male 
 169.23  72.62   Male 
 173.91  91.20   Male 
 186.59  96.05   Male 
 160.49  67.40   Male 
 172.57  86.77   Male 
 189.76  93.99   Male 
 164.18  78.23   Male 
 180.84  83.28   Male 
 171.19  81.93   Male 
 171.11  77.31   Male 
 179.93  91.34   Male 
 174.03  87.13   Male 
 180.70  96.06   Male 
 170.68  84.24   Male 
 179.62  80.25   Male 
 175.73  91.21   Male 
 186.55  92.17   Male 
 181.99  91.01   Male 
 177.66  82.70   Male 
 189.73  94.95   Male 
 172.38  76.56   Male 
 182.09  85.56   Male 
 183.39  88.56   Male 
 172.97  78.86   Male 
 169.10  74.03   Male 
 178.28  82.23   Male 
 194.20  108.65  Male 
 168.00  75.28   Male 
 167.45  69.36   Male 
 182.49  90.89   Male 
 175.56  89.57   Male 
 186.33  98.59   Male 
 175.39  88.29   Male 
 182.54  92.29   Male 
 182.52  92.71   Male 
 154.43  58.23   Male 
 175.37  82.26   Male 
 173.50  85.64   Male 
 180.32  90.08   Male 
 182.73  90.22   Male 
 177.65  84.99   Male 
 182.66  92.87   Male 
 180.36  88.02   Male 
 183.60  93.39   Male 
 168.34  79.01   Male 
 173.35  83.20   Male 
 183.81  99.05   Male 
 171.44  79.46   Male 
 179.71  93.60   Male 
 182.04  85.89   Male 
 181.67  97.19   Male 
 167.84  79.61   Male 
 179.00  90.87   Male 
 180.21  98.11   Male 
 169.24  72.33   Male 
 165.77  76.08   Male 
 177.10  82.76   Male 
 182.51  96.51   Male 
 170.10  76.82   Male 
 175.85  79.78   Male 
 165.74  79.34   Male 
 184.65  82.23   Male 
 184.95  85.69   Male 
 169.11  80.95   Male 
 158.97  65.60   Male 
 172.13  74.45   Male 
 173.95  79.12   Male 
 172.03  76.85   Male 
 194.61  116.04  Male 
 186.88  100.99  Male 
 171.83  76.13   Male 
 177.18  91.16   Male 
 166.90  77.51   Male 
 174.67  78.45   Male 
 179.58  84.97   Male 
 175.79  83.87   Male 
 189.57  96.63   Male 
 178.70  91.63   Male 
 173.01  76.14   Male 
 180.58  95.61   Male 
 177.76  93.61   Male 
 165.79  71.01   Male 
 171.91  76.92   Male 
 188.13  103.59  Male 
 174.65  78.05   Male 
 175.90  87.26   Male 
 174.77  79.02   Male 
 172.07  81.43   Male 
 181.54  87.50   Male 
 179.46  88.64   Male 
 173.66  85.23   Male 
 181.53  92.79   Male 
 176.22  96.15   Male 
 189.12  95.21   Male 
 183.59  89.21   Male 
 185.61  94.36   Male 
 173.00  79.94   Male 
 171.27  85.90   Male 
 179.89  88.13   Male 
 170.79  80.16   Male 
 180.91  95.12   Male 
 167.12  71.86   Male 
 163.88  77.69   Male 
 171.39  81.77   Male 
 181.25  95.87   Male 
 173.17  86.23   Male 
 171.38  80.89   Male 
 166.77  74.01   Male 
 171.96  70.37   Male 
 158.01  59.34   Male 
 171.31  84.73   Male 
 176.73  88.02   Male 
 177.61  92.91   Male 
 174.91  90.38   Male 
 180.20  87.17   Male 
 181.80  94.25   Male 
 168.92  73.36   Male 
 175.29  86.63   Male 
 172.89  77.58   Male 
 178.87  85.37   Male 
 180.90  91.02   Male 
 178.27  85.50   Male 
 168.86  75.10   Male 
 178.79  81.11   Male 
 174.87  79.31   Male 
 176.70  85.02   Male 
 175.80  91.40   Male 
 182.06  93.61   Male 
 174.01  91.10   Male 
 177.95  102.05  Male 
 180.10  90.41   Male 
 170.47  77.46   Male 
 171.78  79.30   Male 
 180.31  97.41   Male 
 169.87  79.53   Male 
 173.93  84.90   Male 
 168.32  74.21   Male 
 167.07  71.19   Male 
 163.73  72.06   Male 
 167.27  70.28   Male 
 177.55  80.60   Male 
 175.60  89.04   Male 
 179.02  88.06   Male 
 186.71  95.10   Male 
 183.68  88.39   Male 
 187.32  92.52   Male 
 186.79  96.16   Male 
 160.26  70.24   Male 
 183.56  95.07   Male 
 180.64  79.16   Male 
 182.89  93.41   Male 
 169.43  85.91   Male 
 161.47  65.68   Male 
 179.57  84.82   Male 
 192.23  105.26  Male 
 173.13  83.10   Male 
 178.37  86.94   Male 
 181.78  88.31   Male 
 182.01  92.71   Male 
 189.66  94.29   Male 
 169.68  79.06   Male 
 172.78  84.08   Male 
 173.26  76.27   Male 
 183.03  92.48   Male 
 169.43  74.46   Male 
 165.35  81.99   Male 
 173.30  79.23   Male 
 178.51  90.13   Male 
 175.24  75.64   Male 
 184.96  92.04   Male 
 179.03  86.40   Male 
 175.93  78.14   Male 
 167.94  82.09   Male 
 154.86  61.14   Male 
 167.85  76.92   Male 
 176.12  89.97   Male 
 179.82  87.21   Male 
 164.70  73.10   Male 
 169.96  77.04   Male 
 180.84  86.93   Male 
 171.86  78.63   Male 
 173.98  82.62   Male 
 170.54  85.65   Male 
 172.80  80.12   Male 
 180.42  98.64   Male 
 166.69  76.21   Male 
 174.44  80.51   Male 
 183.55  92.71   Male 
 177.31  98.50   Male 
 168.65  77.20   Male 
 171.68  78.92   Male 
 180.57  85.31   Male 
 167.18  78.34   Male 
 174.14  84.54   Male 
 177.09  93.04   Male 
 183.02  93.28   Male 
 171.84  82.03   Male 
 177.20  86.09   Male 
 169.97  79.46   Male 
 182.10  89.22   Male 
 175.35  83.25   Male 
 174.35  92.07   Male 
 173.26  86.43   Male 
 171.34  75.46   Male 
 173.14  87.00   Male 
 180.20  87.76   Male 
 179.54  88.41   Male 
 180.26  96.52   Male 
 189.50  113.35  Male 
 164.97  76.43   Male 
 171.18  78.93   Male 
 179.51  87.78   Male 
 182.13  93.93   Male 
 179.52  93.34   Male 
 179.00  90.41   Male 
 173.80  81.01   Male 
 178.86  85.98   Male 
 182.06  90.80   Male 
 172.48  75.18   Male 
 160.04  68.64   Male 
 169.67  79.36   Male 
 167.68  79.19   Male 
 164.87  75.39   Male 
 174.00  87.97   Male 
 177.86  86.13   Male 
 163.95  67.48   Male 
 184.05  101.28  Male 
 177.71  86.65   Male 
 176.07  78.21   Male 
 176.72  86.87   Male 
 176.97  87.12   Male 
 175.84  80.54   Male 
 163.70  73.75   Male 
 171.33  80.66   Male 
 186.68  97.42   Male 
 180.26  92.70   Male 
 189.73  102.27  Male 
 173.20  86.29   Male 
 177.43  94.29   Male 
 170.68  80.41   Male 
 172.32  87.41   Male 
 180.03  98.97   Male 
 180.96  87.08   Male 
 189.14  99.69   Male 
 176.67  83.33   Male 
 179.34  83.26   Male 
 172.58  83.31   Male 
 183.35  97.90   Male 
 172.90  80.52   Male 
 174.35  79.82   Male 
 174.83  90.85   Male 
 172.77  82.53   Male 
 187.02  97.76   Male 
 171.08  77.62   Male 
 187.56  97.07   Male 
 168.55  77.12   Male 
 183.32  90.11   Male 
 181.38  93.25   Male 
 179.50  89.81   Male 
 167.23  74.82   Male 
 182.29  91.71   Male 
 180.01  91.58   Male 
 177.40  85.57   Male 
 178.84  90.13   Male 
 179.90  78.90   Male 
 169.36  83.19   Male 
 167.61  83.37   Male 
 174.06  77.50   Male 
 173.51  83.80   Male 
 173.39  76.75   Male 
 168.85  89.64   Male 
 163.48  67.78   Male 
 174.68  79.06   Male 
 183.98  90.74   Male 
 180.22  88.11   Male 
 184.17  93.76   Male 
 178.77  89.54   Male 
 183.74  98.28   Male 
 183.02  99.83   Male 
 177.89  79.81   Male 
 175.88  86.00   Male 
 163.50  69.84   Male 
 176.52  85.45   Male 
 164.10  78.15   Male 
 181.39  95.43   Male 
 174.63  79.53   Male 
 171.49  71.62   Male 
 176.38  91.75   Male 
 169.00  79.90   Male 
 172.95  80.93   Male 
 172.77  79.03   Male 
 168.08  75.59   Male 
 179.84  89.01   Male 
 173.26  87.44   Male 
 179.56  90.69   Male 
 182.62  97.98   Male 
 181.05  95.19   Male 
 165.35  74.49   Male 
 168.88  78.62   Male 
 182.94  91.95   Male 
 173.64  81.61   Male 
 177.60  82.42   Male 
 185.90  91.26   Male 
 174.36  78.25   Male 
 177.29  83.58   Male 
 166.17  75.99   Male 
 174.72  79.75   Male 
 168.34  71.83   Male 
 183.86  90.45   Male 
 172.82  79.08   Male 
 182.27  95.95   Male 
 180.14  89.27   Male 
 184.65  100.17  Male 
 180.55  94.14   Male 
 178.03  100.01  Male 
 181.90  95.26   Male 
 192.99  102.71  Male 
 181.10  90.37   Male 
 169.97  72.76   Male 
 180.63  92.06   Male 
 179.32  88.68   Male 
 174.01  83.29   Male 
 162.17  67.07   Male 
 174.80  83.77   Male 
 170.43  84.85   Male 
 168.47  74.26   Male 
 177.87  91.12   Male 
 166.73  77.19   Male 
 170.77  84.48   Male 
 181.09  92.04   Male 
 176.43  92.05   Male 
 175.00  88.95   Male 
 176.83  81.86   Male 
 175.61  85.55   Male 
 174.27  85.14   Male 
 164.65  72.05   Male 
 170.04  77.60   Male 
 175.11  84.25   Male 
 162.64  71.59   Male 
 170.01  68.57   Male 
 177.16  88.54   Male 
 180.58  85.57   Male 
 185.55  99.19   Male 
 188.85  93.43   Male 
 178.27  86.13   Male 
 181.68  96.26   Male 
 174.95  77.94   Male 
 171.90  81.31   Male 
 182.12  96.16   Male 
 174.73  89.65   Male 
 169.38  79.25   Male 
 185.57  88.70   Male 
 186.80  93.47   Male 
 182.44  90.24   Male 
 194.24  111.67  Male 
 180.17  96.71   Male 
 184.00  104.41  Male 
 183.13  96.53   Male 
 173.30  87.28   Male 
 172.11  78.10   Male 
 156.88  61.47   Male 
 174.49  88.49   Male 
 181.55  97.50   Male 
 182.00  93.91   Male 
 182.25  89.85   Male 
 183.29  94.27   Male 
 178.94  83.10   Male 
 173.37  84.19   Male 
 169.68  74.88   Male 
 171.33  72.57   Male 
 177.25  85.29   Male 
 171.32  79.09   Male 
 166.86  76.30   Male 
 156.96  61.63   Male 
 186.97  99.79   Male 
 163.02  77.01   Male 
 176.09  87.65   Male 
 178.83  88.63   Male 
 160.16  71.40   Male 
 171.97  77.16   Male 
 196.71  105.51  Male 
 176.97  80.54   Male 
 180.78  84.00   Male 
 172.65  83.91   Male 
 175.16  83.46   Male 
 190.15  102.17  Male 
 166.97  67.18   Male 
 171.31  73.85   Male 
 167.44  79.56   Male 
 171.86  78.03   Male 
 177.00  82.51   Male 
 181.16  87.50   Male 
 181.25  88.86   Male 
 165.82  74.36   Male 
 181.72  92.42   Male 
 170.34  80.96   Male 
 162.31  63.69   Male 
 180.76  88.01   Male 
 173.48  82.65   Male 
 174.73  81.22   Male 
 152.35  51.20   Male 
 173.64  85.62   Male 
 173.38  77.71   Male 
 190.53  100.43  Male 
 173.85  90.42   Male 
 165.06  72.16   Male 
 179.62  94.86   Male 
 189.05  103.57  Male 
 158.17  69.97   Male 
 169.94  74.54   Male 
 178.28  88.76   Male 
 180.54  83.32   Male 
 193.34  109.13  Male 
 181.04  93.05   Male 
 176.13  89.44   Male 
 172.84  80.33   Male 
 176.01  78.16   Male 
 186.67  99.17   Male 
 168.46  75.83   Male 
 182.56  95.84   Male 
 170.96  78.03   Male 
 174.95  82.68   Male 
 179.80  88.30   Male 
 177.76  87.14   Male 
 171.85  77.87   Male 
 175.67  86.55   Male 
 175.80  93.29   Male 
 172.72  80.55   Male 
 168.56  69.53   Male 
 171.89  79.24   Male 
 172.17  89.94   Male 
 169.83  85.90   Male 
 180.00  90.55   Male 
 183.50  92.23   Male 
 171.72  81.75   Male 
 177.03  89.37   Male 
 172.88  85.43   Male 
 160.32  72.91   Male 
 179.08  84.87   Male 
 188.72  103.90  Male 
 168.96  75.77   Male 
 178.98  82.90   Male 
 171.84  82.76   Male 
 173.54  83.09   Male 
 191.85  103.38  Male 
 166.31  74.60   Male 
 181.27  97.51   Male 
 183.32  92.50   Male 
 171.24  75.53   Male 
 161.81  69.19   Male 
 183.11  95.30   Male 
 166.40  78.54   Male 
 162.59  68.54   Male 
 169.32  82.88   Male 
 184.43  98.23   Male 
 170.20  89.70   Male 
 176.95  87.33   Male 
 165.30  79.25   Male 
 175.81  85.80   Male 
 170.81  85.26   Male 
 178.35  87.47   Male 
 170.61  84.80   Male 
 176.37  88.64   Male 
 179.56  83.87   Male 
 165.25  68.29   Male 
 173.66  85.45   Male 
 168.70  87.80   Male 
 180.64  91.91   Male 
 178.90  84.60   Male 
 172.09  85.48   Male 
 174.81  89.62   Male 
 184.57  99.72   Male 
 200.66  122.44  Male 
 170.63  80.02   Male 
 169.51  75.40   Male 
 170.30  72.63   Male 
 187.99  103.37  Male 
 165.59  70.18   Male 
 171.52  75.83   Male 
 172.13  77.23   Male 
 176.17  80.61   Male 
 176.37  80.89   Male 
 165.05  68.49   Male 
 172.82  79.57   Male 
 183.81  88.44   Male 
 178.14  92.06   Male 
 172.71  69.22   Male 
 170.28  85.54   Male 
 185.84  96.83   Male 
 179.26  88.34   Male 
 175.66  80.60   Male 
 187.93  98.68   Male 
 176.39  90.17   Male 
 176.45  83.13   Male 
 181.69  98.96   Male 
 183.60  94.12   Male 
 172.15  78.96   Male 
 172.21  82.63   Male 
 180.43  97.27   Male 
 173.72  76.93   Male 
 174.69  86.84   Male 
 180.93  91.06   Male 
 171.32  79.24   Male 
 169.82  76.81   Male 
 168.11  77.81   Male 
 169.86  76.39   Male 
 174.22  81.15   Male 
 162.51  71.75   Male 
 168.87  76.92   Male 
 167.31  76.09   Male 
 175.80  85.69   Male 
 186.75  96.54   Male 
 165.61  66.83   Male 
 178.65  97.15   Male 
 177.20  88.90   Male 
 179.53  90.48   Male 
 172.51  83.24   Male 
 182.58  96.08   Male 
 180.66  79.60   Male 
 170.38  82.32   Male 
 172.78  77.00   Male 
 172.64  88.41   Male 
 169.87  84.75   Male 
 178.79  93.83   Male 
 186.86  99.50   Male 
 167.15  70.24   Male 
 179.24  81.85   Male 
 172.94  84.95   Male 
 196.76  114.54  Male 
 183.88  94.98   Male 
 166.21  80.93   Male 
 167.41  76.29   Male 
 192.09  109.39  Male 
 176.89  88.45   Male 
 177.11  93.07   Male 
 175.29  80.54   Male 
 175.29  94.57   Male 
 174.49  83.54   Male 
 178.85  83.97   Male 
 172.44  76.76   Male 
 181.67  88.10   Male 
 172.31  75.35   Male 
 178.55  85.83   Male 
 179.90  89.76   Male 
 175.66  86.48   Male 
 188.34  95.80   Male 
 176.26  87.40   Male 
 184.40  93.01   Male 
 176.10  81.80   Male 
 163.22  73.16   Male 
 158.54  73.72   Male 
 168.22  71.06   Male 
 163.16  61.30   Male 
 183.10  95.53   Male 
 178.43  92.03   Male 
 167.20  76.38   Male 
 191.03  103.21  Male 
 186.60  101.17  Male 
 169.24  79.31   Male 
 170.60  87.71   Male 
 172.70  85.31   Male 
 162.88  69.31   Male 
 178.25  85.81   Male 
 176.59  78.90   Male 
 181.89  92.74   Male 
 173.43  82.63   Male 
 189.39  95.55   Male 
 184.49  94.36   Male 
 185.44  91.49   Male 
 182.78  94.70   Male 
 175.98  86.14   Male 
 171.10  80.44   Male 
 170.91  81.18   Male 
 178.04  75.87   Male 
 163.42  79.67   Male 
 177.47  88.76   Male 
 162.54  70.28   Male 
 169.40  84.07   Male 
 183.99  91.44   Male 
 176.98  96.02   Male 
 171.81  75.40   Male 
 173.77  85.71   Male 
 183.11  90.90   Male 
 178.42  87.53   Male 
 181.28  93.21   Male 
 180.60  91.54   Male 
 176.21  88.99   Male 
 178.15  87.43   Male 
 170.90  79.35   Male 
 179.69  91.22   Male 
 168.57  75.47   Male 
 170.75  80.41   Male 
 173.40  78.04   Male 
 173.15  81.05   Male 
 171.89  83.33   Male 
 168.85  76.60   Male 
 194.49  104.24  Male 
 175.17  85.04   Male 
 184.01  89.18   Male 
 172.83  92.14   Male 
 169.46  82.46   Male 
 179.51  84.24   Male 
 181.54  86.42   Male 
 181.82  94.30   Male 
 171.25  82.14   Male 
 176.62  91.01   Male 
 179.74  85.62   Male 
 171.71  67.83   Male 
 180.95  93.15   Male 
