 height   mass  gender
 167.29 :63.67 :Female
 155.20 :50.60 :Female
 167.75 :60.75 :Female
 157.54 :56.92 :Female
 163.26 :66.17 :Female
 151.79 :54.04 :Female
 159.46 :57.06 :Female
 156.28 :58.34 :Female
 162.32 :62.06 :Female
 164.83 :66.49 :Female
 156.98 :52.10 :Female
 175.51 :79.23 :Female
 165.06 :65.42 :Female
 158.30 :56.94 :Female
 165.92 :66.55 :Female
 163.16 :62.36 :Female
 155.76 :54.31 :Female
 147.72 :43.39 :Female
 158.99 :56.12 :Female
 164.28 :55.79 :Female
 162.45 :53.92 :Female
 171.88 :70.52 :Female
 161.64 :56.92 :Female
 158.92 :65.63 :Female
 172.45 :69.59 :Female
 172.60 :75.78 :Female
 165.19 :67.06 :Female
 151.99 :48.24 :Female
 168.64 :72.79 :Female
 165.99 :71.15 :Female
 163.56 :65.13 :Female
 166.39 :74.58 :Female
 165.54 :58.52 :Female
 160.46 :60.63 :Female
 164.69 :69.65 :Female
 153.15 :52.66 :Female
 151.93 :59.39 :Female
 160.44 :58.81 :Female
 163.28 :70.41 :Female
 159.10 :61.72 :Female
 166.76 :62.63 :Female
 151.21 :56.60 :Female
 168.90 :74.80 :Female
 153.78 :61.09 :Female
 156.40 :55.17 :Female
 166.34 :66.24 :Female
 160.31 :62.79 :Female
 165.08 :65.16 :Female
 164.86 :68.10 :Female
 171.71 :69.10 :Female
 150.53 :53.24 :Female
 158.03 :60.12 :Female
 156.62 :54.87 :Female
 153.63 :50.14 :Female
 161.10 :58.92 :Female
 166.58 :70.72 :Female
 171.27 :68.79 :Female
 154.74 :59.53 :Female
 154.54 :52.84 :Female
 164.01 :62.18 :Female
 171.68 :73.37 :Female
 168.77 :61.50 :Female
 148.65 :47.06 :Female
 161.97 :63.42 :Female
 171.96 :70.62 :Female
 157.17 :46.04 :Female
 159.98 :51.05 :Female
 157.12 :60.22 :Female
 151.08 :48.92 :Female
 159.87 :54.63 :Female
 164.67 :68.79 :Female
 164.03 :65.44 :Female
 156.94 :57.60 :Female
 165.71 :58.38 :Female
 163.50 :63.01 :Female
 162.02 :63.97 :Female
 164.85 :68.37 :Female
 162.85 :65.99 :Female
 163.38 :69.40 :Female
 163.74 :65.82 :Female
 170.43 :70.52 :Female
 155.71 :47.55 :Female
 167.55 :68.81 :Female
 167.50 :73.33 :Female
 173.21 :77.48 :Female
 157.25 :58.32 :Female
 165.05 :61.32 :Female
 149.29 :51.05 :Female
 156.43 :57.20 :Female
 173.29 :73.03 :Female
 168.22 :63.33 :Female
 169.21 :72.18 :Female
 162.22 :64.63 :Female
 161.26 :58.63 :Female
 170.40 :71.91 :Female
 169.40 :73.83 :Female
 171.06 :70.24 :Female
 162.64 :61.81 :Female
 160.17 :55.39 :Female
 155.22 :51.29 :Female
 157.92 :61.80 :Female
 158.55 :55.24 :Female
 163.05 :61.66 :Female
 162.44 :66.00 :Female
 160.99 :60.31 :Female
 159.79 :63.25 :Female
 179.18 :82.08 :Female
 175.54 :74.33 :Female
 162.87 :64.72 :Female
 165.18 :68.24 :Female
 165.79 :66.11 :Female
 174.65 :79.77 :Female
 164.79 :67.94 :Female
 165.81 :65.09 :Female
 156.30 :58.78 :Female
 169.61 :78.39 :Female
 156.60 :57.35 :Female
 160.00 :63.22 :Female
 146.30 :44.53 :Female
 167.33 :64.79 :Female
 157.43 :62.17 :Female
 163.19 :56.66 :Female
 164.17 :61.35 :Female
 145.91 :40.55 :Female
 157.31 :46.47 :Female
 153.24 :51.91 :Female
 162.86 :63.30 :Female
 171.50 :71.75 :Female
 169.46 :73.89 :Female
 152.06 :53.39 :Female
 154.24 :55.56 :Female
 159.80 :56.38 :Female
 174.76 :78.59 :Female
 173.79 :76.86 :Female
 151.85 :53.68 :Female
 164.30 :58.16 :Female
 159.92 :62.04 :Female
 170.85 :73.61 :Female
 183.11 :87.32 :Female
 162.84 :63.15 :Female
 163.83 :61.51 :Female
 159.02 :57.09 :Female
 168.05 :62.43 :Female
 160.34 :67.45 :Female
 162.65 :62.32 :Female
 162.11 :58.64 :Female
 157.89 :49.09 :Female
 164.37 :64.10 :Female
 156.95 :61.97 :Female
 158.49 :66.58 :Female
 158.41 :59.92 :Female
 154.84 :49.60 :Female
 161.28 :63.96 :Female
 148.19 :49.96 :Female
 155.30 :51.23 :Female
 151.98 :46.83 :Female
 153.51 :61.95 :Female
 168.45 :69.23 :Female
 176.23 :76.30 :Female
 168.72 :69.39 :Female
 158.89 :57.37 :Female
 162.66 :60.23 :Female
 174.18 :74.03 :Female
 159.01 :53.12 :Female
 167.79 :66.52 :Female
 151.43 :52.27 :Female
 159.76 :59.67 :Female
 160.48 :61.49 :Female
 176.03 :68.62 :Female
 159.95 :59.94 :Female
 157.94 :46.76 :Female
 157.62 :56.63 :Female
 161.74 :57.74 :Female
 162.51 :60.91 :Female
 162.17 :66.02 :Female
 171.23 :68.25 :Female
 157.97 :45.91 :Female
 152.78 :50.48 :Female
 164.03 :57.77 :Female
 164.10 :65.50 :Female
 154.58 :63.15 :Female
 168.75 :69.42 :Female
 175.74 :78.11 :Female
 157.71 :59.38 :Female
 156.67 :52.80 :Female
 164.11 :63.00 :Female
 168.13 :74.29 :Female
 168.04 :58.14 :Female
 155.15 :59.13 :Female
 162.04 :66.42 :Female
 159.64 :57.16 :Female
 162.29 :57.55 :Female
 157.55 :53.79 :Female
 160.28 :59.77 :Female
 154.07 :54.06 :Female
 141.36 :38.83 :Female
 165.03 :66.47 :Female
 156.44 :56.92 :Female
 153.94 :52.35 :Female
 156.28 :57.90 :Female
 172.16 :71.50 :Female
 170.12 :71.48 :Female
 166.91 :66.76 :Female
 161.35 :62.03 :Female
 169.54 :73.74 :Female
 165.25 :67.90 :Female
 168.46 :66.17 :Female
 163.60 :59.65 :Female
 169.30 :69.85 :Female
 159.47 :59.84 :Female
 154.12 :54.70 :Female
 159.76 :58.30 :Female
 172.11 :70.74 :Female
 167.52 :75.63 :Female
 158.84 :56.61 :Female
 162.32 :66.53 :Female
 167.62 :70.48 :Female
 157.18 :52.93 :Female
 154.37 :51.90 :Female
 164.44 :58.41 :Female
 167.92 :63.94 :Female
 153.25 :46.37 :Female
 172.05 :72.20 :Female
 168.17 :70.99 :Female
 171.22 :77.22 :Female
 165.17 :71.12 :Female
 157.24 :61.13 :Female
 168.18 :70.28 :Female
 168.43 :63.42 :Female
 164.41 :65.28 :Female
 163.32 :62.86 :Female
 162.62 :53.01 :Female
 167.17 :67.34 :Female
 164.17 :60.50 :Female
 151.27 :52.69 :Female
 179.88 :83.84 :Female
 169.28 :70.94 :Female
 159.66 :55.69 :Female
 156.02 :53.81 :Female
 180.21 :87.63 :Female
 165.28 :60.05 :Female
 160.71 :64.85 :Female
 170.48 :72.08 :Female
 158.93 :62.30 :Female
 153.52 :53.62 :Female
 155.45 :46.34 :Female
 169.67 :66.93 :Female
 162.91 :65.90 :Female
 169.87 :69.71 :Female
 156.40 :67.30 :Female
 176.44 :76.70 :Female
 179.57 :88.00 :Female
 158.36 :55.10 :Female
 159.31 :55.73 :Female
 163.38 :63.03 :Female
 159.74 :66.91 :Female
 164.09 :61.51 :Female
 154.70 :59.74 :Female
 158.64 :56.46 :Female
 154.20 :51.33 :Female
 169.77 :69.54 :Female
 161.01 :58.33 :Female
 167.18 :63.26 :Female
 171.99 :71.30 :Female
 156.45 :53.21 :Female
 167.36 :64.86 :Female
 159.72 :54.42 :Female
 164.69 :54.92 :Female
 174.29 :74.23 :Female
 170.95 :75.61 :Female
 148.26 :41.74 :Female
 171.70 :72.55 :Female
 173.16 :81.10 :Female
 169.65 :64.79 :Female
 158.42 :62.91 :Female
 161.08 :55.40 :Female
 168.66 :71.58 :Female
 154.56 :54.22 :Female
 168.72 :67.27 :Female
 153.89 :52.63 :Female
 161.01 :67.61 :Female
 166.02 :65.32 :Female
 168.51 :66.82 :Female
 158.98 :56.07 :Female
 156.03 :59.49 :Female
 165.32 :66.57 :Female
 159.22 :59.01 :Female
 166.81 :58.55 :Female
 156.23 :44.59 :Female
 162.36 :66.39 :Female
 155.44 :46.98 :Female
 164.41 :66.90 :Female
 164.21 :69.51 :Female
 154.59 :50.02 :Female
 171.38 :70.12 :Female
 158.01 :57.87 :Female
 156.55 :58.30 :Female
 160.48 :67.12 :Female
 168.71 :68.81 :Female
 157.75 :60.26 :Female
 166.21 :54.95 :Female
 161.10 :56.47 :Female
 157.98 :49.90 :Female
 160.55 :54.37 :Female
 157.06 :58.17 :Female
 150.97 :44.79 :Female
 155.18 :56.65 :Female
 154.06 :53.99 :Female
 163.52 :64.24 :Female
 166.77 :68.43 :Female
 154.71 :47.29 :Female
 160.22 :63.96 :Female
 162.47 :69.72 :Female
 159.35 :56.59 :Female
 149.45 :53.19 :Female
 166.62 :63.44 :Female
 158.81 :61.79 :Female
 162.50 :64.26 :Female
 169.01 :67.95 :Female
 160.32 :62.95 :Female
 154.40 :54.06 :Female
 155.40 :59.14 :Female
 146.89 :37.65 :Female
 163.48 :63.44 :Female
 163.43 :58.34 :Female
 168.62 :72.30 :Female
 168.83 :68.95 :Female
 159.70 :55.61 :Female
 161.19 :52.55 :Female
 162.82 :56.74 :Female
 161.71 :62.17 :Female
 164.23 :61.14 :Female
 165.73 :67.32 :Female
 165.28 :66.06 :Female
 153.37 :56.89 :Female
 156.64 :58.69 :Female
 161.34 :56.45 :Female
 157.66 :65.67 :Female
 160.47 :62.33 :Female
 165.06 :64.57 :Female
 159.64 :60.52 :Female
 168.11 :66.83 :Female
 153.39 :57.46 :Female
 165.59 :66.00 :Female
 147.89 :52.14 :Female
 164.69 :68.90 :Female
 167.58 :73.04 :Female
 154.24 :47.02 :Female
 154.16 :52.21 :Female
 154.63 :58.99 :Female
 159.52 :65.26 :Female
 167.88 :59.48 :Female
 164.58 :78.32 :Female
 173.07 :76.64 :Female
 157.30 :53.15 :Female
 162.87 :52.97 :Female
 143.63 :41.20 :Female
 167.08 :71.10 :Female
 158.52 :57.60 :Female
 164.78 :65.65 :Female
 160.04 :59.59 :Female
 151.93 :48.79 :Female
 152.37 :58.69 :Female
 167.46 :63.27 :Female
 170.60 :69.94 :Female
 160.63 :63.10 :Female
 165.47 :62.76 :Female
 159.74 :55.96 :Female
 165.11 :66.23 :Female
 155.43 :64.55 :Female
 165.14 :62.39 :Female
 160.01 :63.70 :Female
 168.54 :70.11 :Female
 165.93 :68.89 :Female
 163.24 :63.63 :Female
 157.14 :56.24 :Female
 161.91 :61.84 :Female
 155.99 :46.59 :Female
 169.77 :72.74 :Female
 150.88 :49.44 :Female
 153.04 :56.84 :Female
 153.29 :59.93 :Female
 164.15 :65.73 :Female
 173.33 :75.94 :Female
 175.83 :70.73 :Female
 174.33 :75.34 :Female
 163.16 :63.96 :Female
 166.81 :67.83 :Female
 172.01 :68.86 :Female
 166.68 :61.86 :Female
 157.64 :55.14 :Female
 160.53 :66.68 :Female
 157.31 :60.53 :Female
 162.38 :64.04 :Female
 162.78 :64.10 :Female
 168.62 :65.74 :Female
 172.50 :74.10 :Female
 167.47 :66.97 :Female
 168.92 :73.13 :Female
 159.01 :52.07 :Female
 163.05 :63.82 :Female
 157.40 :57.50 :Female
 156.47 :56.77 :Female
 156.15 :64.63 :Female
 168.24 :70.75 :Female
 150.76 :51.34 :Female
 168.78 :71.17 :Female
 152.54 :50.94 :Female
 148.85 :46.40 :Female
 159.35 :58.85 :Female
 153.88 :49.27 :Female
 166.75 :62.35 :Female
 162.60 :58.02 :Female
 167.93 :72.48 :Female
 164.21 :58.04 :Female
 160.07 :51.32 :Female
 157.78 :53.45 :Female
 156.21 :53.88 :Female
 168.44 :65.61 :Female
 159.37 :53.33 :Female
 177.33 :76.10 :Female
 166.02 :66.03 :Female
 157.77 :66.44 :Female
 172.38 :72.98 :Female
 152.12 :43.37 :Female
 171.11 :69.86 :Female
 149.26 :46.47 :Female
 165.22 :67.57 :Female
 167.45 :76.55 :Female
 163.65 :62.40 :Female
 163.59 :56.93 :Female
 169.85 :71.53 :Female
 165.38 :64.13 :Female
 158.43 :55.21 :Female
 161.13 :75.09 :Female
 161.85 :60.87 :Female
 159.51 :63.41 :Female
 172.79 :69.94 :Female
 168.05 :64.20 :Female
 155.12 :46.44 :Female
 157.63 :56.15 :Female
 176.46 :81.17 :Female
 154.53 :52.43 :Female
 174.26 :78.29 :Female
 156.34 :60.04 :Female
 156.20 :56.88 :Female
 160.76 :58.50 :Female
 171.29 :76.32 :Female
 155.73 :55.23 :Female
 172.36 :79.29 :Female
 173.07 :70.14 :Female
 168.30 :71.15 :Female
 167.86 :75.05 :Female
 168.38 :59.35 :Female
 156.38 :59.97 :Female
 149.30 :51.77 :Female
 156.91 :58.21 :Female
 157.44 :62.31 :Female
 156.66 :56.27 :Female
 169.38 :68.64 :Female
 158.69 :53.16 :Female
 166.54 :61.78 :Female
 166.41 :69.30 :Female
 170.54 :65.80 :Female
 173.11 :77.99 :Female
 148.87 :46.85 :Female
 163.41 :73.35 :Female
 164.73 :67.00 :Female
 158.87 :59.23 :Female
 163.28 :62.02 :Female
 166.69 :63.30 :Female
 150.16 :48.74 :Female
 163.61 :64.84 :Female
 161.24 :68.24 :Female
 149.47 :53.39 :Female
 162.64 :60.67 :Female
 151.14 :49.87 :Female
 165.27 :61.57 :Female
 159.63 :68.14 :Female
 160.52 :63.64 :Female
 158.81 :64.70 :Female
 171.22 :74.86 :Female
 160.46 :58.65 :Female
 167.43 :72.11 :Female
 159.12 :53.60 :Female
 160.06 :56.99 :Female
 178.00 :83.54 :Female
 159.86 :56.44 :Female
 170.23 :67.27 :Female
 153.06 :45.62 :Female
 166.63 :74.47 :Female
 168.73 :56.85 :Female
 162.38 :66.50 :Female
 158.88 :57.77 :Female
 162.06 :59.59 :Female
 163.41 :56.21 :Female
 171.55 :83.33 :Female
 158.25 :54.02 :Female
 156.25 :60.31 :Female
 159.45 :55.22 :Female
 168.18 :78.63 :Female
 174.35 :68.57 :Female
 160.77 :62.55 :Female
 148.65 :48.89 :Female
 153.27 :50.38 :Female
 156.04 :44.02 :Female
 166.31 :70.04 :Female
 153.63 :55.24 :Female
 157.48 :53.08 :Female
 151.56 :51.88 :Female
 162.06 :56.60 :Female
 159.69 :60.18 :Female
 168.67 :73.10 :Female
 158.89 :51.45 :Female
 176.95 :75.70 :Female
 157.88 :55.16 :Female
 159.24 :51.40 :Female
 169.36 :62.47 :Female
 156.65 :51.20 :Female
 152.43 :49.46 :Female
 164.15 :64.92 :Female
 152.35 :51.84 :Female
 164.65 :70.30 :Female
 170.01 :74.68 :Female
 164.13 :63.23 :Female
 158.84 :61.96 :Female
 149.62 :43.07 :Female
 162.17 :66.39 :Female
 171.79 :77.01 :Female
 162.70 :63.27 :Female
 152.21 :44.64 :Female
 167.44 :73.35 :Female
 163.29 :65.08 :Female
 161.00 :60.24 :Female
 164.80 :63.52 :Female
 162.76 :58.56 :Female
 170.85 :81.18 :Female
 148.20 :50.00 :Female
 162.20 :60.31 :Female
 163.62 :64.03 :Female
 157.22 :48.71 :Female
 161.88 :54.00 :Female
 169.87 :70.62 :Female
 160.59 :55.00 :Female
 156.28 :57.51 :Female
 160.84 :59.68 :Female
 158.12 :60.67 :Female
 162.06 :59.49 :Female
 167.90 :72.62 :Female
 164.96 :67.85 :Female
 155.43 :58.85 :Female
 166.57 :70.21 :Female
 163.67 :68.93 :Female
 154.99 :51.88 :Female
 152.04 :55.27 :Female
 161.90 :59.72 :Female
 169.15 :68.55 :Female
 153.89 :58.13 :Female
 163.73 :62.83 :Female
 160.37 :57.62 :Female
 154.34 :56.70 :Female
 144.33 :46.25 :Female
 176.18 :76.85 :Female
 158.30 :62.95 :Female
 167.27 :73.72 :Female
 157.81 :62.46 :Female
 164.23 :68.69 :Female
 169.43 :72.42 :Female
 173.51 :76.36 :Female
 164.03 :59.72 :Female
 162.57 :64.14 :Female
 171.29 :67.95 :Female
 161.25 :58.53 :Female
 155.48 :61.20 :Female
 170.50 :66.10 :Female
 170.07 :68.40 :Female
 176.21 :71.86 :Female
 158.19 :65.41 :Female
 166.27 :66.55 :Female
 178.66 :78.93 :Female
 162.31 :64.78 :Female
 156.23 :46.67 :Female
 155.01 :55.16 :Female
 170.38 :76.14 :Female
 171.51 :63.46 :Female
 161.47 :62.49 :Female
 150.68 :46.28 :Female
 166.55 :62.59 :Female
 164.60 :68.50 :Female
 162.57 :63.37 :Female
 153.56 :55.73 :Female
 164.97 :64.54 :Female
 169.35 :73.61 :Female
 158.26 :60.82 :Female
 165.43 :71.16 :Female
 152.63 :48.08 :Female
 154.45 :50.33 :Female
 157.86 :62.21 :Female
 168.27 :63.85 :Female
 167.46 :68.02 :Female
 157.25 :64.77 :Female
 156.83 :59.09 :Female
 158.09 :60.95 :Female
 160.04 :55.14 :Female
 162.44 :65.21 :Female
 163.65 :59.27 :Female
 156.74 :58.39 :Female
 151.07 :55.40 :Female
 165.63 :68.19 :Female
 168.82 :60.21 :Female
 164.78 :71.38 :Female
 162.16 :58.68 :Female
 150.26 :49.52 :Female
 160.01 :60.30 :Female
 164.00 :64.89 :Female
 158.12 :53.97 :Female
 170.36 :78.21 :Female
 162.60 :66.61 :Female
 170.61 :70.85 :Female
 166.02 :60.35 :Female
 158.11 :62.05 :Female
 163.59 :66.17 :Female
 171.89 :78.27 :Female
 165.59 :59.19 :Female
 153.89 :56.40 :Female
 157.32 :57.81 :Female
 169.65 :73.48 :Female
 162.46 :65.62 :Female
 167.41 :66.40 :Female
 166.98 :69.31 :Female
 161.53 :60.70 :Female
 166.70 :54.06 :Female
 168.44 :63.10 :Female
 160.50 :66.99 :Female
 165.16 :56.49 :Female
 162.41 :67.68 :Female
 164.40 :59.14 :Female
 159.53 :57.46 :Female
 165.12 :57.67 :Female
 166.09 :67.10 :Female
 155.40 :53.98 :Female
 160.68 :62.50 :Female
 154.93 :51.09 :Female
 163.43 :57.20 :Female
 167.64 :72.17 :Female
 155.34 :57.37 :Female
 171.92 :68.91 :Female
 161.00 :68.05 :Female
 168.34 :69.04 :Female
 160.08 :63.15 :Female
 167.42 :68.93 :Female
 166.11 :67.99 :Female
 166.26 :64.61 :Female
 166.75 :70.14 :Female
 162.36 :63.81 :Female
 158.33 :57.28 :Female
 163.02 :65.24 :Female
 164.96 :64.52 :Female
 163.25 :64.07 :Female
 169.57 :67.56 :Female
 163.55 :66.16 :Female
 165.39 :70.05 :Female
 154.52 :47.48 :Female
 159.26 :58.07 :Female
 161.67 :61.06 :Female
 159.98 :60.47 :Female
 148.89 :51.32 :Female
 163.65 :59.08 :Female
 165.79 :70.08 :Female
 158.71 :56.53 :Female
 170.12 :68.67 :Female
 163.71 :69.25 :Female
 164.27 :67.54 :Female
 158.16 :60.92 :Female
 156.56 :58.30 :Female
 163.03 :59.95 :Female
 161.09 :60.92 :Female
 170.48 :70.99 :Female
 157.80 :54.58 :Female
 162.22 :62.86 :Female
 163.77 :62.57 :Female
 165.75 :62.42 :Female
 148.43 :51.47 :Female
 174.95 :82.23 :Female
 172.26 :74.90 :Female
 164.53 :61.31 :Female
 162.67 :67.95 :Female
 153.99 :53.76 :Female
 157.10 :62.88 :Female
 169.55 :76.39 :Female
 167.19 :72.98 :Female
 155.22 :50.67 :Female
 165.46 :63.41 :Female
 156.51 :56.70 :Female
 169.17 :66.97 :Female
 163.81 :74.37 :Female
 153.86 :57.53 :Female
 155.38 :61.06 :Female
 158.03 :50.96 :Female
 161.79 :59.23 :Female
 163.42 :59.72 :Female
 173.64 :75.54 :Female
 154.01 :62.08 :Female
 162.12 :58.46 :Female
 160.18 :56.37 :Female
 166.34 :61.23 :Female
 161.76 :59.68 :Female
 162.96 :62.44 :Female
 160.27 :60.30 :Female
 155.39 :52.69 :Female
 166.94 :59.21 :Female
 154.69 :59.47 :Female
 163.57 :59.35 :Female
 155.70 :52.17 :Female
 158.07 :68.52 :Female
 166.98 :69.41 :Female
 163.40 :65.99 :Female
 162.38 :60.35 :Female
 169.26 :66.40 :Female
 152.68 :44.48 :Female
 169.32 :68.58 :Female
 164.18 :71.16 :Female
 168.46 :65.92 :Female
 175.11 :76.37 :Female
 166.91 :63.20 :Female
 166.15 :54.32 :Female
 162.61 :60.37 :Female
 162.78 :62.35 :Female
 153.47 :44.11 :Female
 161.40 :55.13 :Female
 160.66 :61.73 :Female
 161.48 :55.58 :Female
 154.01 :49.75 :Female
 156.91 :55.28 :Female
 170.47 :59.74 :Female
 157.65 :52.12 :Female
 158.75 :65.04 :Female
 161.20 :62.60 :Female
 169.68 :68.49 :Female
 160.90 :61.70 :Female
 161.92 :62.20 :Female
 164.96 :59.73 :Female
 167.38 :69.63 :Female
 149.75 :44.98 :Female
 172.42 :65.72 :Female
 169.57 :75.39 :Female
 154.91 :55.79 :Female
 160.90 :61.21 :Female
 154.63 :58.06 :Female
 155.45 :64.58 :Female
 173.24 :75.60 :Female
 163.97 :56.28 :Female
 158.33 :60.45 :Female
 159.46 :59.17 :Female
 164.55 :65.42 :Female
 156.82 :59.32 :Female
 165.01 :64.49 :Female
 155.93 :54.73 :Female
 159.42 :58.12 :Female
 158.25 :63.10 :Female
 148.30 :45.75 :Female
 155.27 :50.16 :Female
 161.15 :61.18 :Female
 171.71 :64.69 :Female
 162.65 :61.85 :Female
 167.34 :59.69 :Female
 161.79 :66.02 :Female
 166.37 :60.00 :Female
 151.60 :49.09 :Female
 166.61 :70.12 :Female
 158.57 :66.41 :Female
 163.09 :67.28 :Female
 159.41 :60.83 :Female
 152.09 :45.30 :Female
 162.32 :61.95 :Female
 164.83 :65.58 :Female
 165.30 :68.68 :Female
 169.42 :59.98 :Female
 162.35 :71.10 :Female
 164.09 :75.00 :Female
 165.37 :60.47 :Female
 155.98 :52.10 :Female
 167.23 :72.68 :Female
 164.11 :70.23 :Female
 157.08 :62.08 :Female
 166.72 :71.62 :Female
 162.71 :68.71 :Female
 164.68 :68.58 :Female
 137.83 :29.34 :Female
 162.87 :73.30 :Female
 162.87 :56.87 :Female
 155.78 :54.29 :Female
 159.61 :62.82 :Female
 170.52 :67.98 :Female
 157.52 :66.32 :Female
 158.08 :55.07 :Female
 169.16 :61.65 :Female
 162.20 :62.06 :Female
 154.00 :55.07 :Female
 164.50 :70.78 :Female
 157.94 :58.66 :Female
 164.45 :64.88 :Female
 167.52 :65.69 :Female
 159.72 :67.85 :Female
 157.85 :59.21 :Female
 157.50 :53.95 :Female
 153.96 :48.39 :Female
 160.77 :62.90 :Female
 160.58 :57.99 :Female
 154.75 :54.67 :Female
 161.99 :55.54 :Female
 159.90 :55.24 :Female
 152.48 :42.27 :Female
 172.64 :85.66 :Female
 145.20 :48.07 :Female
 168.05 :65.15 :Female
 159.93 :55.88 :Female
 161.97 :58.80 :Female
 163.83 :68.83 :Female
 158.70 :56.37 :Female
 161.61 :58.50 :Female
 146.81 :50.95 :Female
 162.07 :62.58 :Female
 157.47 :67.66 :Female
 158.08 :53.00 :Female
 161.15 :59.10 :Female
 158.00 :59.77 :Female
 165.39 :67.27 :Female
 154.88 :55.06 :Female
 169.61 :65.20 :Female
 162.05 :60.59 :Female
 163.59 :56.77 :Female
 161.54 :68.78 :Female
 157.49 :59.80 :Female
 162.84 :67.69 :Female
 163.36 :64.14 :Female
 164.67 :64.05 :Female
 161.18 :58.14 :Female
 170.02 :68.43 :Female
 164.46 :65.59 :Female
 159.00 :63.92 :Female
 179.46 :72.01 :Female
 170.04 :76.47 :Female
 159.51 :73.02 :Female
 164.05 :68.40 :Female
 163.00 :69.47 :Female
 157.97 :53.11 :Female
 157.73 :62.86 :Female
 172.14 :67.85 :Female
 160.99 :60.10 :Female
 167.71 :63.72 :Female
 157.16 :54.87 :Female
 165.20 :63.70 :Female
 154.43 :50.75 :Female
 153.88 :46.14 :Female
 160.67 :57.43 :Female
 155.84 :58.94 :Female
 164.42 :59.19 :Female
 164.22 :67.56 :Female
 154.47 :51.79 :Female
 153.85 :45.48 :Female
 170.46 :76.22 :Female
 153.98 :52.68 :Female
 157.26 :61.90 :Female
 162.92 :65.34 :Female
 168.31 :67.61 :Female
 159.11 :55.35 :Female
 153.17 :49.56 :Female
 154.43 :54.66 :Female
 162.42 :59.60 :Female
 158.20 :51.46 :Female
 159.29 :65.92 :Female
 163.72 :67.56 :Female
 154.80 :51.49 :Female
 156.51 :58.81 :Female
 162.76 :55.78 :Female
 156.58 :50.76 :Female
 164.39 :65.67 :Female
 153.74 :55.55 :Female
 162.72 :63.68 :Female
 153.72 :53.98 :Female
 164.77 :67.79 :Female
 164.21 :63.90 :Female
 158.50 :60.69 :Female
 155.72 :59.97 :Female
 159.68 :51.20 :Female
 150.17 :48.92 :Female
 161.69 :56.62 :Female
 161.01 :65.55 :Female
 158.83 :48.08 :Female
 159.90 :64.02 :Female
 163.74 :70.87 :Female
 166.31 :67.63 :Female
 164.35 :67.10 :Female
 165.52 :66.10 :Female
 164.72 :65.56 :Female
 163.20 :68.67 :Female
 164.40 :62.62 :Female
 173.01 :75.64 :Female
 167.75 :65.96 :Female
 159.82 :66.31 :Female
 159.90 :64.98 :Female
 167.29 :67.97 :Female
 170.84 :74.45 :Female
 158.62 :62.95 :Female
 164.01 :62.36 :Female
 157.78 :60.83 :Female
 158.07 :60.40 :Female
 173.33 :66.61 :Female
 148.79 :44.71 :Female
 167.80 :66.65 :Female
 164.86 :61.78 :Female
 156.93 :54.66 :Female
 163.54 :65.92 :Female
 169.41 :71.10 :Female
 172.46 :69.51 :Female
 161.97 :60.67 :Female
 158.49 :49.16 :Female
 160.94 :61.20 :Female
 152.75 :49.50 :Female
 166.85 :68.15 :Female
 166.95 :62.47 :Female
 154.24 :58.70 :Female
 165.00 :60.79 :Female
 160.67 :55.84 :Female
 167.18 :71.43 :Female
 161.21 :62.51 :Female
 180.65 :79.84 :Female
 161.00 :64.38 :Female
 151.48 :57.78 :Female
 153.93 :52.69 :Female
 159.33 :60.13 :Female
 154.02 :52.80 :Female
 168.04 :72.75 :Female
 172.13 :70.70 :Female
 153.72 :54.67 :Female
 176.02 :83.99 :Female
 162.63 :60.85 :Female
 165.42 :65.55 :Female
 161.45 :59.77 :Female
 160.80 :60.31 :Female
 171.67 :68.89 :Female
 159.18 :65.23 :Female
 173.72 :67.71 :Female
 155.71 :56.06 :Female
 164.39 :67.62 :Female
 170.14 :78.04 :Female
 162.03 :59.92 :Female
 156.49 :58.11 :Female
 153.82 :54.18 :Female
 168.18 :69.97 :Female
 157.56 :48.19 :Female
 160.17 :60.54 :Female
 158.95 :64.66 :Female
 161.44 :60.34 :Female
 167.12 :63.57 :Female
 154.51 :57.84 :Female
 169.30 :72.09 :Female
 161.47 :59.34 :Female
 172.59 :77.69 :Female
 158.49 :63.42 :Female
 166.97 :76.04 :Female
 159.35 :66.83 :Female
 161.03 :63.58 :Female
 162.97 :62.73 :Female
 144.77 :38.28 :Female
 163.74 :63.27 :Female
 156.03 :46.75 :Female
 156.94 :50.09 :Female
 164.32 :62.30 :Female
 160.17 :55.53 :Female
 150.13 :56.71 :Female
 174.46 :71.62 :Female
 172.24 :73.30 :Female
 158.74 :57.38 :Female
 160.48 :61.58 :Female
 160.47 :64.42 :Female
 167.08 :64.92 :Female
 165.67 :63.29 :Female
 160.00 :58.18 :Female
 165.56 :64.46 :Female
 158.91 :55.80 :Female
 164.29 :61.61 :Female
 157.53 :55.40 :Female
 172.03 :70.01 :Female
 157.39 :51.17 :Female
 158.31 :51.87 :Female
 165.72 :67.66 :Female
 165.07 :59.15 :Female
 152.18 :51.57 :Female
 161.62 :58.56 :Female
 161.86 :64.60 :Female
 152.43 :51.27 :Female
 167.32 :67.82 :Female
 158.46 :61.13 :Female
 146.94 :44.01 :Female
 172.17 :73.56 :Female
 157.21 :56.38 :Female
 151.81 :50.46 :Female
